file_name,WAMPI,PCI,LPI,API,BPI,catalog_number,sampled,museum,UCIAMS_number,taxon,genus,species,locality,ucmp_locality,side,element,collagen_present,batch,publication
UCMP_235110.0,0.2718024107222093,3.2651448835131567,0.6720645723346836,0.38050936683407915,1.1144042263803817,235110,TRUE,UCMP,NA,Hemiauchenia,Hemiauchenia,NA,McKittrick,7139,left,metatarsal,NA,1,NA
UCMP_235111.0,0.7526673975647533,3.034029009501511,1.262461353921612,0.6455633476545326,1.33077681915755,235111,TRUE,UCMP,NA,Hemiauchenia,Hemiauchenia,NA,McKittrick,7139,right,metatarsal,NA,1,NA
UCMP_235112.0,0.40213495509953107,3.0814912398855236,0.9215603937124623,0.5104002819266551,1.3038791197808486,235112,TRUE,UCMP,NA,Hemiauchenia,Hemiauchenia,NA,McKittrick,7139,left,metatarsal,NA,1,NA
UCMP_235113.0,0.47905912137498025,2.921171290786299,1.4726751193713317,0.6902735112732727,1.5920101646657896,235113,TRUE,UCMP,NA,Camelidae,NA,NA,McKittrick,NA,NA,NA,NA,4,NA
UCMP_235114.0,0.3925082296660094,2.8856145496139654,0.6515376693221914,0.4419707599065464,0.8674718902362573,235114,TRUE,UCMP,NA,Hemiauchenia,Hemiauchenia,NA,McKittrick,7139,left,metatarsal,NA,1,NA
UCMP_235115.0,0.23786150928734776,3.107826337896313,0.7644126951732652,0.4095978126224372,1.2273414496254325,235115,TRUE,UCMP,NA,Hemiauchenia,Hemiauchenia,NA,McKittrick,7139,right,metatarsal,NA,1,NA
UCMP_235116.0,0.31558864095870887,3.196763348972151,0.9712819016272247,0.46823780488270345,1.3338061777130796,235116,TRUE,UCMP,NA,Hemiauchenia,Hemiauchenia,NA,McKittrick,7139,right,metatarsal,NA,1,NA
UCMP_235117.0,0.3062217673386912,3.20337682940643,0.5528930577026928,0.37821390486018697,1.1248529972073622,235117,TRUE,UCMP,NA,Hemiauchenia,Hemiauchenia,NA,McKittrick,7139,right,metatarsal,NA,1,NA
UCMP_235118,0.3672174998188764,3.0741386424133834,1.4621011518881277,0.5811333331978826,1.4655236707685688,235118,TRUE,UCMP,NA,Hemiauchenia,Hemiauchenia,NA,McKittrick,7139,right,metatarsal,NA,1,NA
UCMP_235119,0.2919131507101068,3.1585209491985378,0.7501695622884414,0.42109542353042306,1.1381697388700438,235119,TRUE,UCMP,NA,Hemiauchenia,Hemiauchenia,NA,McKittrick,7139,right,metatarsal,NA,1,NA
UCMP_235120,0.6941563664307866,3.005697848958864,1.521969134323457,0.6668321013689474,1.4459585418041025,235120,TRUE,UCMP,NA,Hemiauchenia,Hemiauchenia,NA,McKittrick,7139,right,metatarsal,NA,1,NA
UCMP_235122,0.40215480746023247,3.038903131785098,1.1045522271962436,0.541250765846665,1.3223158143132785,235122,TRUE,UCMP,NA,Hemiauchenia,Hemiauchenia,NA,McKittrick,7139,right,metatarsal,NA,1,NA
